,File,Time,Q
115,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02917.csv,9.1331819e-07,-9.761399263916889e-11
116,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02917.csv,9.0971819e-07,-9.789524224916881e-11
117,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02917.csv,9.1071819e-07,-9.765565893916879e-11
118,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02950.csv,7.0883901e-06,5.1979599540000415e-11
119,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03012.csv,6.2567121e-06,4.775042741999961e-11
120,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03026.csv,9.9620961e-06,1.206331202669995e-11
121,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03026.csv,1.4240096e-05,-1.2283375000002813e-12
122,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03109.csv,1.1460254e-05,5.250043544000424e-11
123,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03109.csv,1.1440454e-05,5.4583767340003605e-11
124,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03117.csv,9.565391e-06,3.277124472000192e-11
125,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03117.csv,9.563991e-06,3.287541122000153e-11
126,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03252.csv,5.4702731e-06,3.1750418010000306e-11
127,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03259.csv,4.9034952e-06,2.8073756399999997e-11
128,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03269.csv,4.4569042e-06,1.7948749850000256e-11
129,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03270.csv,1.4453907e-05,9.969171459997183e-12
130,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03321.csv,5.6947801e-07,4.4032093619999995e-11
131,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03321.csv,7.6887801e-07,4.195916067999994e-11
132,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03349.csv,1.0729583e-05,8.948753719999004e-12
133,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03359.csv,9.6434929e-06,4.1883381400014536e-12
134,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03402.csv,9.0437476e-06,1.3761252799998351e-11
135,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03432.csv,2.8492489e-06,-5.1241596499994035e-12
136,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03448.csv,1.5622554e-05,-1.8637397599982316e-12
137,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03456.csv,1.5682256e-06,-1.6093330959999972e-11
138,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03516.csv,6.9988533e-06,8.459169099999689e-12
139,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03545.csv,1.0118643e-05,4.904209623999887e-11
140,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03549.csv,1.6936716e-05,4.269876862000455e-11
141,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03501.csv,4.7013001e-06,1.1875422290000177e-11
142,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03608.csv,7.0129354e-06,3.1834176100000263e-11
143,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03614.csv,9.2766352e-06,1.081334000000221e-11
144,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03614.csv,9.2736352e-06,1.0750839880001898e-11
145,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--03622.csv,1.4441032e-05,3.427125265999763e-11
